udpmlgcs,vwdimresourcetenure,CSSLastUpdatedDateTime,,Timestamp in UTC at which record is updated by ETL process in UDP,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimresourcetenure,ResourceTenureDaysRange,,Direct mapping to ResourceTenureDaysRange column coming from static csv file ResourceTenure_Raw given by MLGCS Business,Raja,Updated as per L1 comment,Ok,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimresourcetenure,ResourceTenureKey,,Surrogate Key generated based on ResourceTenureDaysRange column coming from static csv file ResourceTenure_Raw given by MLGCS Business,Raja,Updated as per L1 comment,Ok,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimretentiontype,,,This table contains details related to retaining Customer subscriptions coming from a static csv file DimRetention_Raw given by MLGCS Business. Grain: RetentionType,Raja,Updated as per L1 comment,Ok,Shweta C,Ok,Davitt,,,,,,Entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimretentiontype,CSSCreatedDateTime,,Timestamp in UTC at which record is inserted by ETL process in UDP,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimretentiontype,CSSLastUpdatedDateTime,,Timestamp in UTC at which record is updated by ETL process in UDP,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimretentiontype,RetentionType,,Direct mapping to RetentionType column coming from static csv file DimRetention_Raw given by MLGCS Business,Raja,Updated as per L1 comment,Ok,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimretentiontype,RetentionTypeKey,,Surrogate Key generated based on RetentionType column coming from static csv file DimRetention_Raw given by MLGCS Business,Raja,Updated as per L1 comment,Ok,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrevorder,,,"This table contains OrderId details coming from ChinaConsumer,ChinaSMB and OneStore sources. Grain: OrderID",Raja,Updated as per L1 comment,Ok,Shweta C,,Kasi,,,,,,Entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrevorder,CSSCreatedDateTime,,Timestamp in UTC at which record is inserted by ETL process in UDP,Raja,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrevorder,CSSLastUpdatedDateTime,,Timestamp in UTC at which record is updated by ETL process in UDP,Raja,,OK,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrevorder,OrderID,,"Direct mapping to Orderid column in Excel file PRCSites_open_demand_SMB coming from ChinaConsumer and ChinaSMB sources, Direct mapping to Orderid column in POBOOrders table coming from Asimov source",Raja,Updated as per L1 comment,Ok,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrevorder,OrderKey,,"Surrogate Key generated based on Orderid column in Excel file PRCSites_open_demand_SMB coming from ChinaConsumer and ChinaSMB sources, Orderid column in POBOOrders table coming from Asimov source",Raja,Updated as per L1 comment,Ok,Shweta C,,Kasi,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,,,This table contains repair details of microsoft products coming from MAX sources.Grain: ReferenceID,Raja,Updated as per L1 comment,Ok,Shweta C,Ok,Davitt,,,,,,Entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,ActivityTypeDescription,,Direct mapping to latestactivity column in ServiceOrderView table coming from MAX source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,ADPAvailable,,Direct mapping to ADPAvailable column in ServiceOrderView table coming from MAX source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,BusinessUnitName,,Direct mapping to orderbusinessunitname column in ServiceOrderView table coming from MAX source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,CallCenterSymptomCode,,Direct mapping to symptomcode column in ServiceOrderView table coming from MAX source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,CallCenterSymptomDesc,,Direct mapping to symptomdescription column in ServiceOrderView tables coming from MAX source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,Comments,,Direct mapping to comments column in ServiceOrderView tables coming from MAX source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,CSATScore,,Direct mapping to csatscore column in CREWCustomerSatisfaction tables coming from MAX source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,CSSCreatedDateTime,,Timestamp in UTC at which record is inserted by ETL process in UDP,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,CSSLastUpdatedDateTime,,Timestamp in UTC at which record is updated by ETL process in UDP,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,DataSourceId,,Hardcoded to 0,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,DeliveryDate,,Direct mapping to DeliveredToCustomerDtTm column in ServiceOrderView tables coming from MAX source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,IsCancelled,,Derived by applying decode logic on srstatus column in ServiceOrderView table coming from MAX source. Logic: when srStatus='Cancelled' then 'Yes' otherwise 'No',Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,IsCaseCreatedWithin90DaysOfActivation,,"Derived by applying decode logic on OrderCreatedDatePst,WarrentStartdate column in ServiceOrderView table coming from MAX source. Logic: when DateDifference between Ordercreateddate and WarrentyStartDate is between 0 and 90 then 1 otherwise 0",Raja,,Ok,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,IsClosed,,Direct mapping to IsClosed column in ServiceOrderView_HyperCare table coming from MAX source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,IsSerialized,,Direct mapping to IsSerialized column in ServiceOrderView_HyperCare table coming from MAX source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,IssueCode1,,Direct mapping to IssueCode1 column in ServiceOrderView table coming from MAX source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,IssueCode2,,Direct mapping to IssueCode2 column in ServiceOrderView table coming from MAX source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,IssueCode3,,Direct mapping to IssueCode3 column in ServiceOrderView table coming from MAX source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,IsWithinWarranty,,"Derived by applying decode logic on CreatedDateTime, WarrantyStartDate, WarrantyEndDate, ESPExpectedEndDate, RPSWarrantyEndDate, ESPExpectedEndDate, RPSWarrantyEndDate columns in ServiceOrderView table coming from MAX source. Logic: When CreatedDateTime is between WarrantyStartDate and WarrantyEndDate then 1  and WHEN ESPExpectedEndDate is not null and CreatedDateTime BETWEEN WarrantyStartDate and ESPExpectedEndDate THEN 1  and WHEN RPSWarrantyEndDate is not null and CreatedDateTime BETWEEN WarrantyStartDate and RPSWarrantyEndDate THEN 1 otherwise 0 ",Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,ItemSourceGroup,,Derived by applying decode logic on source column in ServiceOrderView table coming from MAX source. Logic: when source='Online' then 'Online' when source='CSS' then 'CSS' otherwise 'In Person',Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,ItemSourceSegment,,Direct mapping to SourceSegment column in ServiceOrderView table coming from MAX source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,ItemType,,"Derived by applying decode logic on OutBoundBusinessUnit,IsSerialized,OutBoundSuperDivisionName column in ServiceOrderView_HyperCare table coming from MAX source. Logic: when OutBoundBusinessUnit='surface headphones' then 'Device' when IsSerialized ='No' or (IsSerialized='Yes and OutBoundSuperDivisionName ='edg managed - surface accessories' then 'Accessories' when IsSerialized='Yes' and OutboundLOB contains string 'accessories' then 'Serialized Accessories' otherwise 'Device'",Raja,Updated as per L1 comment,Ok,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,ItemWarrantyStatus,,Derived by applying decode logic on orderwarrantytype column in ServiceOrderView table coming from MAX source. Logic: orderwarrantytype is not null then 'In Warranty' otherwise NULL,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,LineItemInWarranty,,Direct mapping to LineItemInWarranty column in ServiceOrderView table coming from MAX source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,MessageDate,,Direct mapping to ordercreateddttm column in ServiceOrderView table coming from MAX source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,OMSkuCategory,,"Derived by applying decode logic on FulfillMentTypeCode, OperatingSystemCodeSKID columns in ServiceOrderView table coming from MAX source. Logic: when FulfillMentTypeCode='con' and OperatingSystemCodeSKID not in (12349,12348,12357,12354,12355,12358,12362,12364,12366,12367,12368) then 'Hardware' otherwise 'Accessory'",Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,OMSkuDesc,,Direct mapping to OMSkuDesc column in ServiceOrderView table coming from MAX source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,OperatingSystemCodeSKID,,Direct mapping to OperatingSystemCodeSKID column in ServiceOrderView table coming from MAX source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,OrderCreatedDatePst,,Direct mapping to OrderCreatedDatePst column in ServiceOrderView table coming from MAX source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,OrderLineOfBusiness,,Direct mapping to OrderLOB column in ServiceOrderView table coming from MAX source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,OrderType,,Direct mapping to ordertypecode column in ServiceOrderView table coming from MAX source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,OrderTypeDesc,,Direct mapping to ordertypedesc column in ServiceOrderView table coming from MAX source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,OutBoundBusinessUnit,,Direct mapping to OutBoundBusinessUnit column in ServiceOrderView_HyperCare table coming from MAX source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,OutboundLineOfBusiness,,Direct mapping to OutboundLOB column in ServiceOrderView_HyperCare table coming from MAX source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,OutboundProductFamilyName,,Direct mapping to anticipatedoutboundproductfamilyname column in ServiceOrderView table coming from MAX source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,OutboundSuperDivisionName,,Direct mapping to OutboundSuperDivisionName column in ServiceOrderView_HyperCare table coming from MAX source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,ParentSerialNumberKey,,Derived by applying decode logic on ParentSerialNumber column in ServiceOrderView table coming from MAX source. Logic: Masking serialnumber and changing it to a encrypted key,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,PickedFromCustomerDtTm,,Direct mapping to PickedFromCustomerDtTm column in ServiceOrderView table coming from MAX source,Raja,Its Direct mapping not derived attribute,Ok,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,ProcessorName,,Direct mapping to ProcessorName column in ServiceOrderView table coming from MAX source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,ProductType,,Direct mapping to ProductType column in ServiceOrderView table coming from MAX source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,ReceivedAtServiceCenterDateTime,,Direct mapping to ReceivedAtSCVDtTm column in ServiceOrderView table coming from MAX source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,ReferenceID,,Direct mapping to ReferenceID column in ServiceOrderView table coming from MAX source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,RepairCompleted,,Direct mapping to RepairCompleted column in ServiceOrderView table coming from MAX source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,RepairOrderInternalState,,Direct mapping to InternalStateInd column in ServiceOrderView_HyperCare table coming from MAX source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,RepairTypeCode,,Direct mapping to RepairTypeCode column in ServiceOrderView table coming from MAX source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,RLCaseType,,"Derived by applying decode logic on orderbusinessunitname,OrderType columns in ServiceOrderView table coming from MAX source. Logic: when orderbusinessunitname='surface covers' then 'Surface Cover Order' when OrderType='ae' then 'Device Order' when OrderType='ff' then 'Accessory Order' when OrderType='rp' then 'Device Order' otherwise 'Unspecified'",Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,SerialNumberKey,,Derived attribute of SerialNumber column in ServiceOrderView table coming from MAX source. Logic: Masking serialnumber and changing it to a encrypted key,Raja,Updated as per L1 comment,Ok,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,ServiceOrderCustomerId,,Direct mapping to ServiceOrderCustomerId column in ServiceOrderView table coming from MAX source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,ServiceOrderNotificationNumber,,Direct mapping to ServiceOrderNotificationNumber column in ServiceOrderView table coming from MAX source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,ServiceRequestID,,"Derived by applying decode logic on ItemSourceSegment, OrderID, ReferenceID columns in ServiceOrderView table coming from MAX source and ServiceRequestNumber column in DimSupportServiceRequest table in SA&DP Commercial source. Logic: When ItemSourceSegment='Commercial' and OrderID is not null then ServiceRequestNumber otherwise ReferenceID",Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,ShipmentDate,,Direct mapping to ShipmentDate column in ServiceOrderView table coming from MAX source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,ShippedSerialNumberKey,,Derived attribute of ShippedSerialNumber column in ServiceOrderView table coming from MAX source. Logic: Masking serialnumber and changing it to a encrypted key,Raja,Updated as per L1 comment,Ok,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,ShipToCountryName,,Direct mapping to ShipToCountryName column in ServiceOrderView table coming from MAX source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,ShipToRegionCode,,Direct mapping to ShipToRegionCode column in ServiceOrderView table coming from MAX source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,SkuDescription,,Direct mapping to SkuDescription column in ServiceOrderView table coming from MAX source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,SRStatus,,Direct mapping to SRStatus column in ServiceOrderView table coming from MAX source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,SRStatusDetails,,Direct mapping to SRStatusDetails column in ServiceOrderView table coming from MAX source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,SurveySubmittedDateTime,,Direct mapping to surveysubmitteddttm column in CREWCustomerSatisfaction table coming from MAX source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,TicketClosedDatetime,,Direct mapping to TicketClosedDtTm column in ServiceOrderView table coming from MAX source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,TicketSource,,Direct mapping to source column in ServiceOrderView table coming from MAX source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrl,WorkItemID,,Direct mapping to WorkItemID column in ServiceOrderView table coming from MAX source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrootcause,,,This table contains Issue Root cause information coming from SA&DP Commercial source. Grain: RootCause,Raja,"Provided Grain, no static file sourced for this",Ok,Shweta C,Ok,Davitt,,,,,,Entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrootcause,CSSCreatedDateTime,,Timestamp in UTC at which record is inserted by ETL process in UDP,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrootcause,CSSLastUpdatedDateTime,,Timestamp in UTC at which record is updated by ETL process in UDP,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrootcause,RootCause,,Direct mapping to RootCause column in DimSupportServiceRequest table coming from SA&DP Commercial source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrootcause,RootCause1,,Derived by applying decode logic on RootCause column in DimSupportServiceRequest table coming from SA&DP Commercial source. Logic: Split the Rootcause column into substrings based on the delimiter '^' and select the first substring,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrootcause,RootCause2,,Derived by applying decode logic on RootCause column in DimSupportServiceRequest table coming from SA&DP Commercial source. Logic: Split the Rootcause column into substrings based on the delimiter '^' and select the second substring,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrootcause,RootCause3,,Derived by applying decode logic on RootCause column in DimSupportServiceRequest table coming from SA&DP Commercial source. Logic: Split the Rootcause column into substrings based on the delimiter '^' and select the third substring,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrootcause,RootCause4,,Derived by applying decode logic on RootCause column in DimSupportServiceRequest table coming from SA&DP Commercial source. Logic: Split the Rootcause column into substrings based on the delimiter '^' and select the fourth substring,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrootcause,RootCauseKey,,Surrogate Key generated based on RootCause column in DimSupportServiceRequest table coming from SA&DP Commercial source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrootcauseclassification,,,This table contains Issue Root cause classification information coming from Dynamics source. Grain: ClassificationID,Raja,"Provided Grain, no static file sourced for this",Ok,Shweta C,Ok,Davitt,,,,,,Entity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrootcauseclassification,ClassificationID,,Direct mapping to msdfm_rootcauseclassificationid column in msdfm_rootcauseclassification table coming from Dynamics source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrootcauseclassification,ClassificationLevelID1,,Direct mapping to msdfm_rootcauseclassificationid column in msdfm_rootcauseclassification table coming from Dynamics source,Raja,,OK,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrootcauseclassification,ClassificationLevelID2,,Hardcoded to 'Unspecified' as legacy ASDCAP source is retired,Raja,Updated as per L1 comment,Ok,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrootcauseclassification,ClassificationLevelID3,,Hardcoded to 'Unspecified' as legacy ASDCAP source is retired,Raja,Updated as per L1 comment,Ok,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
udpmlgcs,vwdimrootcauseclassification,ClassificationLevelID4,,Hardcoded to 'Unspecified' as legacy ASDCAP source is retired,Raja,Updated as per L1 comment,Ok,Shweta C,Ok,Davitt,,,,,,Attribute,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
